"","Plot.Name","Plot.Number","Artificial.Cover.Object.Number","Year","Date","Time","Survey.Number","Eastern.Redback.Salamander.Count","Redback.form.of.Eastern.Redback.Salamander.Count","Leadback.form.of.Eastern.Redback.Salamander.Count","Artificial.Cover.Object.Age..year.s..","Observer.Names","Precipitation.in.the.Last.24.hours..mm.","Air.Temperature..degC.","Soil.Temperature..degC.","Beaufort.Sky.Class","Beaufort.Wind.Class","Soil.Moisture","Soil.pH"
"1619","Little Cove","01 05","3","2014","12/05/2014","1:20 PM","1","3","3","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1620","Little Cove","01 05","4","2014","12/05/2014","1:20 PM","1","3","3","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1621","Little Cove","01 05","5","2014","12/05/2014","1:20 PM","1","2","2","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1622","Little Cove","01 05","8","2014","12/05/2014","1:20 PM","1","1","0","1","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1623","Little Cove","01 05","9","2014","12/05/2014","1:20 PM","1","2","2","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1624","Little Cove","01 05","14","2014","12/05/2014","1:20 PM","1","2","1","1","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1625","Little Cove","01 05","16","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1626","Little Cove","01 05","19","2014","12/05/2014","1:20 PM","1","2","2","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1627","Little Cove","01 05","21","2014","12/05/2014","1:20 PM","1","2","2","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1628","Little Cove","01 05","23","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1629","Little Cove","01 05","28","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1630","Little Cove","01 05","29","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1631","Little Cove","01 05","30","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1632","Little Cove","01 05","33","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1633","Little Cove","01 05","36","2014","12/05/2014","1:20 PM","1","1","0","1","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1634","Little Cove","01 05","37","2014","12/05/2014","1:20 PM","1","1","0","1","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1635","Little Cove","01 05","38","2014","12/05/2014","1:20 PM","1","1","1","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1636","Little Cove","01 05","39","2014","12/05/2014","1:20 PM","1","2","2","0","3","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1637","Pendall Point","01 08","1","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1638","Pendall Point","01 08","2","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1639","Pendall Point","01 08","3","2014","14/05/2014","1:50 PM","1","3","2","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1640","Pendall Point","01 08","5","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1641","Pendall Point","01 08","6","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1642","Pendall Point","01 08","9","2014","14/05/2014","1:50 PM","1","2","1","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1643","Pendall Point","01 08","10","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1644","Pendall Point","01 08","11","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1645","Pendall Point","01 08","12","2014","14/05/2014","1:50 PM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1646","Pendall Point","01 08","13","2014","14/05/2014","1:50 PM","1","4","4","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1647","Pendall Point","01 08","15","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1648","Pendall Point","01 08","17","2014","14/05/2014","1:50 PM","1","1","0","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1649","Pendall Point","01 08","21","2014","14/05/2014","1:50 PM","1","1","0","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1650","Pendall Point","01 08","22","2014","14/05/2014","1:50 PM","1","1","0","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1651","Pendall Point","01 08","23","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1652","Pendall Point","01 08","24","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1653","Pendall Point","01 08","25","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1654","Pendall Point","01 08","26","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1655","Pendall Point","01 08","27","2014","14/05/2014","1:50 PM","1","1","0","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1656","Pendall Point","01 08","30","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1657","Pendall Point","01 08","32","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1658","Pendall Point","01 08","33","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1659","Pendall Point","01 08","34","2014","14/05/2014","1:50 PM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1660","Pendall Point","01 08","35","2014","14/05/2014","1:50 PM","1","2","1","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1661","Pendall Point","01 08","36","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1662","Pendall Point","01 08","38","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1663","Pendall Point","01 08","39","2014","14/05/2014","1:50 PM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1664","Pendall Point","01 08","40","2014","14/05/2014","1:50 PM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.4","7","1","1","N/A","N/A"
"1665","South Cameron Lake","01 07","2","2014","14/05/2014","11:55 AM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1666","South Cameron Lake","01 07","3","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1667","South Cameron Lake","01 07","4","2014","14/05/2014","11:55 AM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1668","South Cameron Lake","01 07","5","2014","14/05/2014","11:55 AM","1","3","2","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1669","South Cameron Lake","01 07","7","2014","14/05/2014","11:55 AM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1670","South Cameron Lake","01 07","8","2014","14/05/2014","11:55 AM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1671","South Cameron Lake","01 07","9","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1672","South Cameron Lake","01 07","12","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1673","South Cameron Lake","01 07","13","2014","14/05/2014","11:55 AM","1","2","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1674","South Cameron Lake","01 07","21","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1675","South Cameron Lake","01 07","22","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1676","South Cameron Lake","01 07","23","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1677","South Cameron Lake","01 07","27","2014","14/05/2014","11:55 AM","1","4","4","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1678","South Cameron Lake","01 07","29","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1679","South Cameron Lake","01 07","30","2014","14/05/2014","11:55 AM","1","1","1","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1680","South Cameron Lake","01 07","31","2014","14/05/2014","11:55 AM","1","2","2","0","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1681","South Cameron Lake","01 07","32","2014","14/05/2014","11:55 AM","1","2","1","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1682","South Cameron Lake","01 07","38","2014","14/05/2014","11:55 AM","1","1","0","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1683","South Cameron Lake","01 07","40","2014","14/05/2014","11:55 AM","1","3","2","1","11","M. Patrikeev/ J. Mielhausen/ T. Miller","0","13.9","8","1","1","N/A","N/A"
"1684","Cameron Lake Dunes","01 01","1","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1685","Cameron Lake Dunes","01 01","2","2014","21/05/2014","12:40 PM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1686","Cameron Lake Dunes","01 01","3","2014","21/05/2014","12:40 PM","2","4","2","2","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1687","Cameron Lake Dunes","01 01","6","2014","21/05/2014","12:40 PM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1688","Cameron Lake Dunes","01 01","20","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1689","Cameron Lake Dunes","01 01","21","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1690","Cameron Lake Dunes","01 01","22","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1691","Cameron Lake Dunes","01 01","23","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1692","Cameron Lake Dunes","01 01","24","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1693","Cameron Lake Dunes","01 01","27","2014","21/05/2014","12:40 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1694","Cameron Lake Dunes","01 01","28","2014","21/05/2014","12:40 PM","2","2","0","2","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1695","Cameron Lake Dunes","01 01","32","2014","21/05/2014","12:40 PM","2","3","3","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1696","Cameron Lake Dunes","01 01","39","2014","21/05/2014","12:40 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1697","Cameron Lake Dunes","01 01","40","2014","21/05/2014","12:40 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","22.4","24","1","0","N/A","N/A"
"1698","Emmett Lake","01 02","4","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1699","Emmett Lake","01 02","5","2014","21/05/2014","10:25 AM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1700","Emmett Lake","01 02","6","2014","21/05/2014","10:25 AM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1701","Emmett Lake","01 02","9","2014","21/05/2014","10:25 AM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1702","Emmett Lake","01 02","10","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1703","Emmett Lake","01 02","11","2014","21/05/2014","10:25 AM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1704","Emmett Lake","01 02","12","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1705","Emmett Lake","01 02","13","2014","21/05/2014","10:25 AM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1706","Emmett Lake","01 02","14","2014","21/05/2014","10:25 AM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1707","Emmett Lake","01 02","15","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1708","Emmett Lake","01 02","16","2014","21/05/2014","10:25 AM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1709","Emmett Lake","01 02","17","2014","21/05/2014","10:25 AM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1710","Emmett Lake","01 02","18","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1711","Emmett Lake","01 02","19","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1712","Emmett Lake","01 02","20","2014","21/05/2014","10:25 AM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1713","Emmett Lake","01 02","21","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1714","Emmett Lake","01 02","22","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1715","Emmett Lake","01 02","23","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1716","Emmett Lake","01 02","24","2014","21/05/2014","10:25 AM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1717","Emmett Lake","01 02","25","2014","21/05/2014","10:25 AM","2","4","3","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1718","Emmett Lake","01 02","26","2014","21/05/2014","10:25 AM","2","1","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1719","Emmett Lake","01 02","27","2014","21/05/2014","10:25 AM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1720","Emmett Lake","01 02","28","2014","21/05/2014","10:25 AM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1721","Emmett Lake","01 02","29","2014","21/05/2014","10:25 AM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1722","Emmett Lake","01 02","30","2014","21/05/2014","10:25 AM","2","3","3","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1723","Emmett Lake","01 02","31","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1724","Emmett Lake","01 02","32","2014","21/05/2014","10:25 AM","2","3","2","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1725","Emmett Lake","01 02","33","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1726","Emmett Lake","01 02","34","2014","21/05/2014","10:25 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1727","Emmett Lake","01 02","35","2014","21/05/2014","10:25 AM","2","3","3","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1728","Emmett Lake","01 02","38","2014","21/05/2014","10:25 AM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","19.4","19.5","0","0","N/A","N/A"
"1729","Little Cove","01 05","1","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1730","Little Cove","01 05","5","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1731","Little Cove","01 05","8","2014","27/05/2014","2:12 PM","2","1","0","1","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1732","Little Cove","01 05","9","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1733","Little Cove","01 05","14","2014","27/05/2014","2:12 PM","2","2","2","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1734","Little Cove","01 05","16","2014","27/05/2014","2:12 PM","2","2","2","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1735","Little Cove","01 05","17","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1736","Little Cove","01 05","21","2014","27/05/2014","2:12 PM","2","4","4","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1737","Little Cove","01 05","23","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1738","Little Cove","01 05","28","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1739","Little Cove","01 05","36","2014","27/05/2014","2:12 PM","2","2","0","2","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1740","Little Cove","01 05","38","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1741","Little Cove","01 05","39","2014","27/05/2014","2:12 PM","2","1","1","0","3","J. Mielhausen/ A. Buse/ T.Miller","0","36.3","28.5","0","2","N/A","N/A"
"1742","Pendall Point","01 08","1","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1743","Pendall Point","01 08","2","2014","27/05/2014","1:10 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1744","Pendall Point","01 08","3","2014","27/05/2014","1:10 PM","2","3","2","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1745","Pendall Point","01 08","6","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1746","Pendall Point","01 08","7","2014","27/05/2014","1:10 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1747","Pendall Point","01 08","8","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1748","Pendall Point","01 08","10","2014","27/05/2014","1:10 PM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1749","Pendall Point","01 08","11","2014","27/05/2014","1:10 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1750","Pendall Point","01 08","12","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1751","Pendall Point","01 08","13","2014","27/05/2014","1:10 PM","2","4","4","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1752","Pendall Point","01 08","15","2014","27/05/2014","1:10 PM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1753","Pendall Point","01 08","16","2014","27/05/2014","1:10 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1754","Pendall Point","01 08","17","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1755","Pendall Point","01 08","21","2014","27/05/2014","1:10 PM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1756","Pendall Point","01 08","22","2014","27/05/2014","1:10 PM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1757","Pendall Point","01 08","23","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1758","Pendall Point","01 08","24","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1759","Pendall Point","01 08","26","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1760","Pendall Point","01 08","28","2014","27/05/2014","1:10 PM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1761","Pendall Point","01 08","32","2014","27/05/2014","1:10 PM","2","1","0","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1762","Pendall Point","01 08","33","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1763","Pendall Point","01 08","34","2014","27/05/2014","1:10 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1764","Pendall Point","01 08","35","2014","27/05/2014","1:10 PM","2","2","1","1","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1765","Pendall Point","01 08","38","2014","27/05/2014","1:10 PM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1766","Pendall Point","01 08","39","2014","27/05/2014","1:10 PM","2","2","2","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","16.7","14.5","0","2","N/A","N/A"
"1767","South Cameron Lake","01 07","1","2014","27/05/2014","11:30 AM","2","3","1","2","11","J. Mielhausen/ A. Buse/ T.Miller","0","23.2","14","1","2","N/A","N/A"
"1768","South Cameron Lake","01 07","2","2014","27/05/2014","11:30 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","23.2","14","1","2","N/A","N/A"
"1769","South Cameron Lake","01 07","3","2014","27/05/2014","11:30 AM","2","1","1","0","11","J. Mielhausen/ A. Buse/ T.Miller","0","23.2","14","1","2","N/A","N/A"
